Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
414434,Caelyx 2 mg/ml,SA,USD,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,563.2,0.00%,8.25%,8.25%,10,2019,,
