customerName,item,month,year,RF,RFFOCs,createdDate,modifiedDate
54847,85,8,2019,36235,,,
54847,50,8,2019,430092,,,
54847,51,8,2019,150723,,,
54847,52,8,2019,5225,,,
54847,54,8,2019,3817,,,
54847,55,8,2019,1504,,,
59051,2,8,2019,1040,,,
59051,3,8,2019,1655,,,
59051,5,8,2019,1783,,,
59051,7,8,2019,15440,,,
